rank|anime|date|score
2290|相思|2016年12月23日|7.1
2291|少年歌行 风花雪月篇 上部|2021年7月28日|7.1
2292|恐龙葛蒂|1914-09-15|7.0
2293|雨之城|2011年3月10日|7.1
2294|+模型姐妹|2012年8月22日|7.1
2295|宣告黎明的露之歌|2017年5月19日|7.1
2296|犬夜叉 红莲之蓬莱岛|2004年12月23日|7.1
2297|天体的秩序 另一个愿望|2019年10月11日|7.1
2298|『DOUBLE DECKER! 道格&基里尔』EXTRA|2019年5月24日|7.1
2299|日本第一男人之魂|1999年1月5日|7.0
2300|爱、死亡 & 机器人 第三季|2022-05-20|7.1
2301|迷宫塔 ～乌鲁克之盾～|2008年4月4日|7.1
2302|霸凌～复仇催眠～|2021年2月5日|7.1
2303|正义联盟：神明与怪物|2015年7月21日|7.0
2304|我们大家的河合庄|2014年4月3日|7.1
2305|只有神知道的世界 天理篇|2012年10月18日|7.1
2306|头文字D Battle Stage|2002年5月15日|7.0
2307|元气少女缘结神 OAD|2013年8月20日|7.1
2308|南方公园 第20季|2016年9月14日|7.1
2309|金田一少年事件簿R 2期|2015年10月3日|7.1
2310|伪恋|2014年1月11日|7.1
2311|迷宫物语|1989年4月15日|7.1
2312|龙珠Z 复活的融合！悟空与贝吉塔|1995年3月4日|7.1
2313|氰化欢乐秀 第二季|2015年12月9日|7.0
2314|哆啦A梦：大雄的海底鬼岩城|1983年3月12日|7.1
2315|八犬传-东方八犬异闻- 第二季|2013年7月7日|7.1
2316|圣魔之血|2005年4月28日|7.1
2317|仓鼠管家|1999年8月1日|7.0
2318|结城友奈是勇者 -鹫尾须美之章- 第1章 朋友|2017年3月18日|7.1
2319|机械心|2014年2月5日|7.0
2320|绝对可怜CHILDREN|2008年4月6日|7.0
2321|数码宝贝X进化|2005年1月3日|7.1
2322|电影 Happiness Charge 光之美少女！人偶之国的芭蕾舞者|2014年10月11日|7.0
2323|机动战士高达 水星的魔女 PROLOGUE|2022-07-14|7.0
2324|JOJO的奇妙冒险 石之海 第2部分|2022年10月7日|7.0
2325|Estab Life Great Escape|2022年4月6日|7.1
2326|小马宝莉：友谊就是魔法 第八季|2018年3月24日|7.0
2327|死后文|2008年1月5日|7.0
2328|擅长逃跑的殿下|2024年7月6日|7.1
2329|侦探歌剧 少女福尔摩斯|2010年10月7日|7.0
2330|A频道+smile|2012年3月21日|7.0
2331|秀逗魔导士GREAT|1997年8月2日|7.0
2332|哆啦美与哆啦A梦七小子的机器人学校七不思议|1996年3月2日|7.0
2333|亚人 -冲突-|2016年5月6日|7.0
2334|上课小动作|2014年1月5日|7.0
2335|幻想万华镜 永夜异变之章|2016年12月29日|7.1
2336|X战记|2001年10月3日|7.1
2337|范德尔故事 被诅咒的王子|2022年3月18日|7.0
2338|地球防卫企业|1999年10月5日|7.0
2339|迷你龙小剧场|2021年4月7日|7.1
2340|小鸠。|2009年10月6日|7.0
2341|星蝶公主 第三季|2017年7月15日|7.0
2342|天堂之吻|2005年10月13日|7.0
2343|哆啦A梦：大雄的宇宙小战争|1985年3月16日|7.1
2344|恋爱暴君|2010年6月25日|7.1
2345|黑执事 幽鬼城杀人事件篇|2015年1月28日|7.1
2346|黄金拼图 Pretty Days|2016年11月12日|7.0
2347|她和她的猫 -Everything Flows-|2016年3月4日|7.1
2348|纯情房东俏房客|2000年4月19日|7.1
2349|剧场版 刀剑神域 进击篇 无星之夜的咏叹调|2021年10月30日|7.0
2350|超自然9人组|2016年10月8日|7.1
2351|今天的五年二班 放课后|2009年10月6日|7.0
2352|圣斗士星矢 冥界篇 前章|2005年12月17日|7.0
2353|我的恶魔|2023年11月23日|7.0
2354|火影忍者 剧场版 博人传|2015年8月7日|7.0
2355|少女与战车 第63回战车道全国高校生大会 总集篇|2018年9月29日|7.0
2356|灵笼 下半季|2020年7月31日|7.0
2357|赤足小子|1983年7月21日|7.0
2358|鲁邦三世 最后的工作|2010年2月12日|7.0
2359|辛普森一家|2007|7.0
2360|翼·年代记|2005年4月9日|7.0
2361|人鱼又上钩|2013年4月6日|7.0
2362|爱我「枫与铃」THE ANIMATION|2022年3月25日|7.0
2363|幻想万华镜 花之异变之章|2015年5月24日|7.0
2364|电影 Smile 光之美少女！儿童图画书里的世界都不协调！|2012年10月27日|7.0
2365|夏雪密会|2012年7月5日|7.0
2366|彩云国物语 第二季|2007年4月7日|7.0
2367|神魂合体豪旦那！！第二季|2004年4月5日|7.0
2368|银河女警花 剧场版|1987年3月14日|7.0
2369|蜡笔小新 奇异乐园大冒险|1996年4月13日|7.0
2370|好色一代男|1991年1月18日|7.0
2371|王牌鉴定人|2005年1月8日|7.0
2372|鲁邦三世 一美元的战争|2000年7月28日|7.0
2373|网络安琪儿 第一期|1999年4月9日|7.0
2374|阿茹茉妮|2014年3月1日|7.0
2375|ユフィンとエッチ|2015年7月2日|7.0
2376|包在小可身上|2000年7月15日|7.0
2377|初恋限定。|2009年4月11日|7.0
2378|牙狼 VANISHING LINE|2017年10月6日|7.0
2379|夏虫国|2013年|7.0
2380|新子与千年魔法|2009年11月21日|7.0
2381|龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~|1990年10月17日|7.0
2382|监狱兔 前传|2015年4月10日|7.0
2383|一指城|2015年7月26日|7.0
2384|樱花大战 轰华绚烂|1999年12月18日|7.0
2385|灰色的果实|2014年10月5日|7.0
2386|蝙蝠侠：突袭阿卡姆|2014年7月29日|7.0
2387|绿林寮|1991年11月22日|7.0
2388|派对浪客诸葛孔明|2022年4月5日|7.0
2389|剑风传奇 次篇|2017年4月7日|7.0
2390|皇家国教骑士团外传：THE DAWN|2011年7月27日|7.0
2391|丁丁历险记|2011年10月26日|7.0
2392|没头脑和不高兴|1962年|7.0
2393|战姬绝唱SYMPHOGEAR G|2013年7月4日|7.0
2394|猫和老鼠：胡桃夹子的传奇|2007-10-02|7.0
2395|爱你宝贝|2004年4月3日|7.0
2396|彗星公主|2001年4月1日|7.0
2397|妖精的尾巴 第二季|2014年4月5日|7.0
2398|亚人 -冲戟-|2016年9月23日|7.0
2399|狂赌之渊|2017年7月1日|7.0
2400|电影 我们这一家|2003年12月6日|7.0
2401|超级酷乐猫|1999年10月2日|7.0
2402|哆啦美与迷你哆啦SOS|1989年3月11日|7.0
2403|大提琴手|1982年1月23日|7.0
2404|偶像活动 剧场版|2014年12月13日|7.0
2405|One Room 第三季|2020年10月5日|7.0
2406|BanG Dream! 少女乐团派对！5周年纪念动画 -CiRCLE THANKS PARTY!-|2022年3月10日|7.0
2407|魔神英雄传 永恒传说|1993年10月1日|7.0
2408|仙逆|2023年9月25日|7.0
2409|魔法老师涅吉！～另一个世界～|2009年9月17日|7.0
2410|大力水手|1960年6月10日|7.0
2411|IDOLiSH7 Vibrato|2018年2月17日|7.0
2412|鲁邦三世 被盗的鲁邦～模仿者是盛夏之蝶～|2004年7月30日|7.0
2413|THE八犬传|1990年10月25日|7.0
2414|青之6号|1998年10月25日|7.0
2415|魔女猎人|2007年4月2日|7.0
2416|苍之流星SPT雷兹纳 OVA|1986年8月21日|7.0
2417|出包日记～・妹 动画版|2019年5月4日|7.0
2418|湾岸MIDNIGHT|2007年6月15日|7.0
2419|美少女战士S剧场版 竹取公主的恋人|1994年12月4日|7.0
2420|黄金神威 OAD|2018年9月19日|7.0
2421|Wake Up, Girls! 七人的偶像|2014年1月10日|7.0
2422|梦想成为魔法少女|2024年1月3日|7.0
2423|怪物之子|2015年7月11日|7.0
2424|哆啦A梦：大雄与龙之骑士|1987年3月14日|7.0
2425|骚动时节的少女们啊|2019年7月5日|7.0
2426|电焊工波力|2008年11月8日|7.0
2427|人鱼之伤|1993年9月24日|7.0
2428|狐妖小红娘 竹业篇|2019年3月1日|7.0
2429|苏希的动物园|2011年4月3日|7.0
2430|鹬蚌相争|1983年|7.0
2431|苹果核战记|2004年4月17日|7.0
2432|地狱老师|1996年4月13日|7.0
2433|赛马娘 Pretty Derby|2018年4月1日|7.0
2434|排球少年 VS“不及格”|2016年5月2日|7.0
2435|超剧场版 Keroro军曹 诞生！究极Keroro奇迹的时空之岛！！|2010年2月27日|7.0
2436|紫式部 源氏物语|1987年12月19日|7.0
2437|她和她的猫|2000年4月23日|7.0
2438|魁拔Ⅲ 战神崛起|2014年10月1日|7.0
2439|亚人 第二季|2016年10月7日|7.0
2440|在魔王城说晚安|2020年10月5日|7.0
2441|强袭魔女 胜利之箭行动|2014年9月20日|7.0
2442|钢琴之森|2007-07-21|7.0
2443|电影 光之美少女 All Stars DX2 希望之光☆守护彩虹宝石！|2010年3月20日|7.0
2444|麦兜当当伴我心|2012年7月10日|7.0
2445|正义战士|1986年4月7日|7.0
2446|足球小将GOAL!|2001年10月7日|7.0
2447|银河英雄传说外传 第三次提亚马特会战|2000年7月21日|7.0
2448|黑子的篮球|2012年4月7日|7.0
2449|小羊肖恩 第一季|2007年3月5日|7.0
2450|秀逗魔导士RETURN|1996年8月3日|7.0
2451|怪兽大学|2013年6月5日|7.0
2452|钱进球场|2018年4月6日|7.0
2453|纯情罗曼史 OAD|2012年12月20日|7.0
2454|陆奥圆明流外传 修罗之刻|2004年4月6日|7.0
2455|功夫熊猫|2008年6月6日|7.0
2456|没有宇宙我们无法生存|2014-08-21|7.0
2457|哆啦A梦：大雄与动物行星|1990年3月10日|7.0
2458|机动战士高达 第08MS小队 三次元的战斗|2013年2月22日|7.0
2459|亚特兰蒂斯：失落的帝国|2001年6月15日|7.0
2460|非常偶像Key|1994年12月16日|7.0
2461|电影的阿松|2019年3月15日|7.0
2462|出包王女 OVA|2009年4月3日|7.0
2463|装甲骑兵 佩鲁森档案 剧场版|2009年1月17日|7.0
2464|宝贝我爱你|2018年12月12日|7.0
2465|奇想的精神|1992年6月3日|7.0
2466|暖心日记|2016年6月6日|7.0
2467|阳光中的青时雨|2013年11月9日|7.0
2468|小鸟之翼 高尔夫少女 第二季|2023年4月7日|7.0
2469|速写者|2005年4月7日|7.0
2470|对某飞行员的追忆|2011年10月1日|7.0
2471|剧场版 咒术回战 0|2021年12月24日|7.0
2472|科拉传奇 第四季：平衡|2014年10月3日|7.0
2473|机械女警|2000年3月31日|7.0
2474|终极蜘蛛侠 第三季：蛛网勇士|2014年6月7日|6.9
2475|天行九歌之空山鸟语|2014年5月1日|7.0
2476|钻石王牌 第2部 OAD|2016年8月17日|7.0
2477|纪念日快乐|2011-06-02|7.0
2478|晴天小猪|1997年7月3日|7.0
2479|鲁邦三世 峰不二子的谎言|2019年5月31日|7.0
2480|近所物语|1995年9月10日|6.9
2481|侦探歌剧 少女福尔摩斯 夏季特别篇|2011年8月25日|7.0
2482|阿修罗|2012年9月29日|7.0
2483|邻家的吸血鬼小妹|2018年10月5日|7.0
2484|某人的目光|2013年2月10日|7.0
2485|棒球英豪3 在你离开之后|1987年4月11日|7.0
2486|超级无敌掌门狗：剃刀边缘|1995年12月24日|6.9
2487|馒头日记|2013年12月25日|7.0
2488|百兽王高莱恩|1981年3月4日|7.0
2489|鲁邦三世 pilot film|1989年2月15日|7.0
2490|鲁邦三世 七日狂想曲|2006年9月8日|7.0
2491|魔神凯撒|2001年9月25日|7.0
2492|红白黑黄 第三季|2015年10月24日|7.0
2493|欢迎来到宇宙SHOW|2010年6月26日|7.0
2494|商标的世界|2009-11-14|7.0
2495|非人哉 立春篇|2020年6月17日|7.0
2496|邪神与厨二病少女|2018年7月9日|7.0
2497|灼眼的夏娜II|2007年10月4日|7.0
2498|漂流武士 OAD|2016年6月6日|7.0
2499|机器人少女Z|2014年1月4日|7.0
2500|女忍者椿的心事|2022年4月9日|7.0
2501|黄昏少女×失忆|2012年4月8日|7.0
2502|宇宙战舰大和号2202 爱的战士们 第一章「嚆矢篇」|2017年2月25日|7.0
2503|哆啦A梦：大雄的秘密道具博物馆|2013年3月9日|7.0
2504|ERO game！H和游戏性开发三味|2011年8月26日|7.0
2505|守望先锋：我们出发吧|2017年8月23日|7.0
2506|魔法少女与邪恶曾经敌对。|2024年7月9日|7.0
2507|我的女神 OAD|2011年2月23日|7.0
2508|无颜之月|2001年12月8日|7.0
2509|爱杀宝贝OVA|2013年10月16日|7.0
2510|啄木鸟伍迪|1957年10月3日|7.0
2511|忍者神龟|1987年12月14日|7.0
2512|蓝海少女 第二季|2018年4月7日|7.0
2513|机动战士高达0083 星尘的回忆|1991年5月22日|7.0
2514|鲁邦三世 Master File|2012年3月28日|6.9
2515|哆啦A梦：大雄的太阳王传说|2000年3月11日|7.0
2516|机动警察迷你版|2002年3月30日|7.0
2517|诛仙 第二季|2024年3月30日|7.0
2518|剧场版 BanG Dream! Poppin'Dream！|2022年1月1日|7.0
2519|皿三昧|2019年4月11日|7.0
2520|十兵卫 心形眼罩的秘密|1999年4月5日|7.0
2521|电影 光之美少女 All Stars New Stage3 永远的朋友|2014年3月15日|7.0
2522|猫和老鼠2014 第一季|2014年4月9日|7.0
2523|信蜂 REVERSE|2010年10月2日|7.0
2524|破刃之剑 第一章 觉醒之刻|2010年5月29日|7.0
2525|虐杀器官|2017年2月3日|7.0
2526|青春草莓蛋|2001年7月4日|7.0
2527|茗记|2008年4月25日|7.0
2528|极地特快|2004年11月10日|7.0
2529|狐妖小红娘 月红篇|2016年6月24日|7.0
2530|悠悠式 OVA|2017年2月22日|7.0
2531|故乡重现 日本的古老传说|2012年4月1日|7.0
2532|小美人鱼|1989-11-14|7.0
2533|后天的方向|2006年10月5日|7.0
2534|传说中勇者的传说|2010年7月1日|7.0
2535|信蜂|2009年10月3日|7.0
2536|黑执事 豪华客船篇|2017年1月21日|7.0
2537|Q弟侦探因幡|2013年1月4日|7.0
2538|SSSS.电光机王 剧场总集篇|2023年3月10日|7.0
2539|棒球大联盟2nd|2018年4月7日|7.0
2540|永久家族|1997年|7.0
2541|超青春姐弟s|2013年9月13日|7.0
2542|网球并不可笑嘛 3期|2013年10月6日|7.0
2543|学园救援团 OAD|2013年2月10日|6.9
2544|剧场版 TIGER & BUNNY -The Beginning-|2012年9月22日|7.0
2545|南家三姐妹 再来一碗|2008年1月6日|7.0
2546|恶戏|2005年4月8日|7.0
2547|少数人的晚餐|2014|7.0
2548|古见同学有交流障碍症|2021年10月6日|7.0
2549|剧场版 偶像活动Stars|2016年8月13日|6.9
2550|植木的法则|2005年4月4日|7.0
2551|美少女战士SuperS剧场版 梦想黑洞的奇迹|1995年12月23日|7.0
2552|催眠性指导|2019年2月1日|7.0
2553|银河KICK OFF！！|2012年4月3日|7.0
2554|龙珠Z・绝望的反抗!!残留的超战士・悟饭和特兰克斯|1993年2月24日|7.0
2555|破刃之剑 第五章 死线之涯|2011年1月22日|7.0
2556|宝石宠物 Sunshine|2011年4月9日|7.0
2557|潜行吧！奈亚子W|2013年4月7日|7.0
2558|银河铁道之夜|2006年6月17日|7.0
2559|Slow Start|2018年1月6日|7.0
2560|高达创形者 再起|2019年10月10日|7.0
2561|ヴィクトリアメイド マリアの奉仕|2015年4月24日|7.0
2562|少年歌行|2018年12月26日|7.0
2563|剧场版 进击的巨人 后篇～自由之翼～|2015年6月27日|7.0
2564|为美好的世界献上爆焰！|2023年4月5日|7.0
2565|备长炭|2006年2月2日|7.0
2566|A频道 来吃火锅吧|2017年9月27日|7.0
2567|十字路口|2014年2月25日|7.0
2568|放学后的昴星团|2015年4月8日|7.0
2569|蓝雨伞|2013-02-12|6.9
2570|超剧场版 Keroro军曹3 Keroro 对 Keroro 天空大决战|2008年3月1日|7.0
2571|哆啦A梦：新·大雄的宇宙开拓史|2009年3月7日|7.0
2572|心理测量者 Sinners of the System Case.2 First Guardian|2019年2月15日|7.0
2573|天地无用! in LOVE 2:遥远的思念|1999-04-24|6.9
2574|烤焦面包|2001年11月5日|7.0
2575|机械女神J|1996年10月1日|7.0
2576|最游记RELOAD|2003年10月2日|7.0
2577|飞轮少年 黑翼与沉睡森林 -Break on the sky-|2010年11月17日|7.0
2578|茶啊二中第四季|2018年3月27日|6.9
2579|Princess Principal Crown Handler 第1章|2021年2月11日|7.0
2580|马达加斯加3|2012年6月6日|7.0
2581|高达SEED 原创角色剧场|2007年6月22日|6.9
2582|小书痴的下克上～为了成为图书管理员而不择手段～ 第2部|2020年4月4日|7.0
2583|魔法咪路咪路|2002年4月6日|7.0
2584|功夫料理娘|2011年6月4日|7.0
2585|机动刑事808|1990年6月21日|7.0
2586|奥运高手|1996年7月1日|6.9
2587|潜行吧！奈亚子|2012年4月9日|7.0
2588|橙路 那个夏天的开始|1996年11月2日|7.0
2589|悲喜渔生|2024年10月3日|7.0
2590|零之使魔|2006年7月2日|7.0
2591|昏暗漆黑|2021年1月20日|7.0
2592|无能的奈奈|2020年10月4日|7.0
2593|青涩宝贝|1998年4月8日|6.9
2594|美少年侦探团|2021年4月10日|7.0
2595|元气少女缘结神|2012年10月1日|7.0
2596|伍六七之玄武国篇 下篇|2021年4月7日|7.0
2597|拂晓的尤娜 OAD|2015年9月18日|7.0
2598|WWW.迷糊餐厅|2016年10月1日|7.0
2599|万圣街 第三季|2022年1月26日|6.9
2600|哆啦A梦：大雄与翼之勇者|2001年3月10日|7.0
2601|不在他处 正是此地|2013年3月24日|7.0
2602|课长王子|1999年7月8日|6.9
2603|木偶奇遇记|1940年2月7日|7.0
2604|和我一起来画吧|2009年7月18日|7.0
2605|外星也难民 第三季|2022年7月13日|6.9
2606|阿松 第三季|2020年10月12日|7.0
2607|剧场版 精灵宝可梦 时拉比 穿梭时空的相遇|2001-07-07|7.0
2608|泡泡糖危机|1987年2月25日|7.0
2609|哎咕岛消失的舔甜歌姬|2024年7月9日|7.0
2610|恶魔人 诞生篇|1987年11月1日|7.0
2611|我叫MT 第二季|2009-12-26|7.0
2612|非洲的动物上班族|2019年10月6日|7.0
2613|我叫MT 第五季|2011-11-21|7.0
2614|青出于蓝|2002年4月10日|7.0
2615|昭和物语|2011年4月3日|6.9
2616|熊出没之过年|2013年2月8日|7.0
2617|寻找满月|2002年4月6日|7.0
2618|《崩坏： 星穹铁道》动画短片：「永劫轮舞」|2024年3月19日|6.9
2619|黑执事|2008年10月2日|7.0
2620|网球优等生|2014年4月6日|7.0
2621|暴力宇宙海贼 剧场版 亚空的深渊|2014年2月22日|7.0
2622|全部成为F THE PERFECT INSIDER|2015年10月8日|7.0
2623|秦时明月之万里长城|2012年9月30日|7.0
2624|腌黄瓜先生 第二季|2016年4月17日|6.9
2625|仇恨之路|2010年11月26日|6.9
2626|古城荆棘王|2010年5月1日|7.0
2627|无敌少侠 第二季|2023年11月3日|6.9
2628|疯狂原始人|2013年3月22日|7.0
2629|无责任舰长 特别篇 孤独一人的战争|1994年10月1日|6.9
2630|火影忍者 剧场版 忍者之路|2012年7月28日|7.0
2631|神笔|1955年|7.0
2632|宇宙战舰大和号2202 爱的战士们 第二章「发进篇」|2017年6月24日|6.9
2633|阴阳大战记|2004年9月30日|6.9
2634|最游记|2000年4月4日|7.0
2635|哆啦A梦：大雄的钥匙城历险记|1997年3月8日|7.0
2636|无限地带23|1985年3月9日|6.9
2637|炎之蜃气楼|2002年1月7日|6.9
2638|SHINKIRO|2023年11月12日|6.9
2639|桧曾根与间租谭|2018年4月12日|7.0
2640|海绵宝宝 第九季|2011年4月3日|6.9
2641|秦时明月之百步飞剑|2007年2月14日|7.0
2642|大正野球娘。|2009年7月2日|7.0
2643|世界第一初恋〜横泽隆史的场合〜|2014年3月15日|7.0
2644|里约大冒险|2011年4月8日|7.0
2645|一起一起这里那里|2012年4月5日|7.0
2646|迷失之物|2010年6月3日|6.9
2647|狮子王 1½|2004年2月10日|7.0
2648|玛露露库的日常|2020年1月17日|7.0
2649|鬼公子炎魔|2006年8月25日|6.9
2650|出包日记~·不知廉耻 动画版|2018-01-01|6.9
2651|我的女神 小不隆咚便利多多|1998年4月6日|6.9
2652|金田一少年之事件簿 2007年特别篇|2007年11月12日|6.9
2653|关于完全听不懂老公在说什么的事|2014年10月2日|7.0
2654|蜡笔小新 超级美味B级美食大逃亡|2013年4月20日|7.0
2655|次强音|2000年5月25日|7.0
2656|血咒圣痕|2013年3月15日|6.9
2657|水脑袋|2009-06-15|6.9
2658|野良神 OAD|2014年2月13日|7.0
2659|我叫MT 第三季|2010-05-10|7.0
2660|爱天使传说婚纱桃子|1995年4月5日|6.9
2661|闪电十一人GO 时空之石|2012年4月18日|6.9
2662|堀桑与宫村君|2012年10月5日|7.0
2663|皮卡丘与伊布☆好朋友|2013年7月13日|6.9
2664|丹麦诗人|2006年2月15日|6.9
2665|浪漫追星社|2009年7月7日|7.0
2666|IDOLiSH7-偶像星愿- Third BEAT!|2021年7月4日|6.9
2667|十二生肖|1993年|6.9
2668|哆啦A梦：大雄的南海大冒险|1998年3月7日|7.0
2669|狐妖小红娘 王权篇|2016年1月8日|7.0
2670|钟楼怪人|1996年6月21日|6.9
2671|超剧场版 Keroro军曹2 深海的公主|2007年3月17日|6.9
2672|继 怪怪守护神|2020年4月5日|7.0
2673|日与夜|2010年6月18日|6.9
2674|寻宝的暑假|2014年2月1日|6.9
2675|心理测量者 Sinners of the System Case.3 在恩怨的彼方＿＿|2019年3月8日|7.0
2676|叮当猫|1993年4月5日|6.9
2677|动物农场|1954-12-29|6.9
2678|勇者指令|1996年2月3日|6.8
2679|钢铁天使胡桃零|2001年4月18日|6.9
2680|死亡笔记特别篇 L的继承者|2008年8月22日|6.9
2681|电影 光之美少女 Splash Star 千钧一发！|2006年12月9日|6.9
2682|THE UNLIMITED 兵部京介|2013年1月7日|6.9
2683|排球少年 列夫参上|2015年3月4日|6.9
2684|ANEMONE/交响诗篇 Hi-Evolution|2018年11月10日|6.9
2685|足球小将J|1994年10月21日|6.9
2686|妖精的尾巴 心跳不已·龙舌兰乐园|2013年6月17日|6.9
2687|Another|2012年1月9日|7.0
2688|猫狗|1998年4月4日|6.9
2689|少年骇客 第二季|2006年5月29日|6.9
2690|某个街角的故事|1962年11月5日|6.9
2691|乱马1/2 决战桃幻乡！夺回新娘子！|1992年8月1日|6.9
2692|回首再见她|1985年3月9日|6.9
2693|小贝流浪记|1999年1月1日|6.9
2694|GEAR战士电童|2000年10月4日|6.9
2695|死神少爷与黑女仆 第三季|2024年4月7日|7.0
2696|小魔女姐妹悠悠与妮妮|2013年12月28日|6.9
2697|摇曳露营△ 第三季|2024年4月4日|7.0
2698|偶像大师 灰姑娘女孩|2015年1月9日|7.0
2699|ACCA13区监察课 Regards|2020年3月27日|7.0
2700|剑勇传说 铁刃|1993年4月9日|6.9
2701|正气大侠|1991年4月4日|6.8
2702|哥普拉 剧场版|1982年7月3日|6.9
2703|横滨购物纪行 -Quiet Country Cafe-|2002年12月18日|6.9
2704|小倩|1997年7月26日|6.9
2705|哆啦A梦七小子与点心娜娜王国|1999年3月6日|6.9
2706|反斗小王子 第1季|1998年10月5日|6.9
2707|乱马1/2 天道家混乱的圣诞节|1993年12月17日|6.9
2708|非人哉 夏至篇|2021年2月10日|6.9
2709|魔术士奥芬|1998年10月3日|6.9
2710|千子|2009年7月28日|7.0
2711|欢乐好声音|2016年12月21日|6.9
2712|银河英雄传说外传 决斗者|2000年5月26日|6.9
2713|机动战士高达MS IGLOO 一年战争秘录|2004年7月19日|6.9
2714|惊爆草莓|2006年4月3日|6.9
2715|DOUBLE DECKER! 道格&基里尔|2018年9月30日|6.9
2716|山河剑心|2021年2月8日|6.8
2717|CENCOROLL CONNECT|2019年6月29日|6.9
2718|新蔷薇少女|2013年7月4日|6.9
2719|狼行者|2020年10月30日|6.9
2720|迷糊天使|2002年4月7日|6.9
2721|网球并不可笑嘛 9期|2017年7月12日|6.9
2722|机动战士高达ZZ|1986年3月1日|7.0
2723|老磨坊|1937-11-05|6.8
2724|伪恋：|2015年4月10日|6.9
2725|天空之艾斯嘉科尼|1996年4月2日|6.9
2726|上官海铃|2011年3月27日|6.8
2727|幻想的我|2013年7月17日|6.9
2728|机动战士高达00 先驱者的觉醒|2010年9月18日|6.9
2729|网球并不可笑嘛 4期|2015年4月6日|6.9
2730|灼眼的夏娜炭|2006年1月25日|6.9
2731|百妖谱·京师篇|2022年7月25日|6.9
2732|我的三体 第四季|2024年7月14日|6.9
2733|狮子王|1995年|6.9
2734|攻壳机动队 新剧场版 VIRTUAL REALITY DIVER|2017年4月13日|6.8
2735|纯情罗曼史2|2008年10月11日|6.9
2736|樱花大战 樱华绚烂|1997年12月18日|6.9
2737|青之驱魔师 剧场版|2012年12月28日|6.9
2738|ストリンジェンド～エンジェルたちのプライベートレッスン～ コアMIX メガ盛り オカズですよ|2012年5月25日|6.9
2739|迷域行者|2018年2月3日|6.9
2740|勿忘蛛|2012年3月12日|7.0
2741|凡人修仙传之凡人风起天南|2020年7月25日|6.9
2742|眷思量|2021年6月14日|6.9
2743|网球并不可笑嘛 2期|2013年7月7日|6.9
2744|鲸的鱼跃|1999年4月25日|6.9
2745|航海王：死亡尽头大冒险|2003年3月1日|6.9
2746|守望先锋：重逢|2018年11月2日|6.9
2747|恋爱小行星|2020年1月3日|7.0
2748|圣诞之吻SS OVA|2011年6月11日|6.9
2749|少年骇客 第四季|2007年7月14日|6.8
2750|驯龙记：博克岛的骑手|2012年8月7日|6.9
2751|铁腕巴迪 DECODE OVA|2009年7月22日|6.9
2752|悠悠式|2013年4月9日|6.9
2753|伍六七之玄武国篇 上篇|2021年1月27日|6.9
2754|血色花园 -死之少女-|2007年8月8日|6.8
2755|乱马1/2 两个小茜|1996年1月19日|6.8
2756|Fate/kaleid liner 魔法少女☆伊莉雅 2wei OAD|2015年7月25日|6.9
2757|GJ部|2013年1月9日|6.9
2758|Fate/stay night TV总集篇|2010年1月17日|6.9
2759|鬼灯的冷彻 第二季 OAD|2019年9月20日|6.9
2760|机动战士高达独角兽 RE:0096|2016年4月3日|6.9
2761|宇宙战舰大和号2205 新的旅程 前篇 -TAKE OFF-|2021年10月8日|6.8
2762|星际宝贝TV版|2003年9月20日|6.9
2763|文子的告白|2009年11月9日|6.9
2764|喜羊羊与灰太狼之筐出胜利|2021年1月22日|6.9
2765|巨兵长城传|2019年1月19日|6.8
2766|剧场版 精灵宝可梦 钻石&珍珠 骑拉帝纳与冰空的花束 谢米|2008年7月19日|6.9
2767|崩坏3 冬之记忆|2022年2月15日|6.9
2768|阿莱蒂公主|2001年7月21日|6.9
2769|田中君总是如此慵懒|2016年4月9日|6.9
2770|没落要塞|2020年7月8日|6.9
2771|乱马1/2 小茜VS乱马—母亲的味道由我保护|1994年2月18日|6.9
2772|弃宝之岛：遥与魔法镜|2009-08-22|6.9
2773|三叶草|1999年8月21日|6.9
2774|超～短篇 光之美少女全明星 GoGo Dream Live！|2008年11月8日|6.8
2775|谜样女友X|2012年4月7日|6.9
2776|姉弟のカンケイ|2014年9月26日|6.9
2777|荒野机器人|2024年9月20日|6.9
2778|神无月的巫女|2004年10月1日|6.9
2779|非人哉 冬至篇|2021年7月21日|6.9
2780|Fate/Prototype|2011年12月31日|6.9
2781|鬼神童子|1995年1月9日|6.9
2782|偶像荣耀|2021年1月10日|6.9
2783|吸血鬼猎人D|1985年12月21日|6.9
2784|会长是女仆大人！|2010年4月1日|6.9
2785|金田一少年事件簿2 杀戮的深蓝|1999年8月21日|6.9
2786|百变机兽之洛洛历险记|2009年2月3日|6.9
2787|战区88|2004年1月8日|6.8
2788|赤发白雪姬|2015年7月6日|6.9
2789|可塑性记忆|2015年4月4日|6.9
2790|佐罗的传说|1996年4月5日|6.9
2791|Yes! 光之美少女5 GoGo!|2008年2月3日|6.9
2792|关于完全听不懂老公在说什么的事 第二季|2015年4月2日|6.9
2793|网球并不可笑嘛 8期|2016年10月5日|6.9
2794|怪物猎人日记 岌岌可危的猫猫村G|2011年7月1日|6.9
2795|少年骇客 第三季|2006年11月25日|6.8
2796|拂晓的尤娜|2014年10月7日|6.9
