rank,anime,date,score
2074,最游记外传,2011年3月25日,7.1
2075,人生Best Ten,2013年3月17日,7.1
2076,键等,2021年10月12日,7.1
2077,IDOLiSH7-偶像星愿-,2018年1月7日,7.1
2078,秀逗魔导士EXCELLENT,1998年10月25日,7.1
2079,徒然喜欢你,2017年7月4日,7.1
2080,银河铁道物语,2003年10月4日,7.1
2081,银河天使X,2004年7月7日,7.1
2082,BLOOD+,2005年10月8日,7.1
2083,漂流武士,2016年10月7日,7.1
2084,灵魂力量,1998年4月8日,7.1
2085,罗马浴场,2012年1月12日,7.1
2086,世界第一初恋 情人节篇,2014年3月15日,7.1
2087,奇幻贵公子,2006年10月3日,7.1
2088,守护者联盟,2012-11-21,7.1
2089,来自虞美人之坡,2011年7月16日,7.1
2090,天地无用!,1995年4月2日,7.1
2091,夜樱四重奏 月之泣,2013年10月9日,7.1
2092,无限之住人-IMMORTAL-,2019年10月10日,7.1
2093,不道德公会,2022年10月5日,7.1
2094,BanG Dream! FILM LIVE,2019年9月13日,7.1
2095,火之鸟,2004年4月4日,7.1
2096,剑网3·侠肝义胆沈剑心 第三季（上卷）,2022年7月8日,7.1
2097,魔法少女奈叶 Reflection,2017年7月22日,7.1
2098,向山进发,2013年1月2日,7.1
2099,蝙蝠侠：第一年,2011年10月18日,7.1
2100,安妮·雪莉,2025年4月5日,7.1
2101,三国志 第三部 辽阔的大地,1994年4月9日,7.1
2102,苍蓝钢铁的琶音,2013年10月7日,7.1
2103,星银岛,2002年11月27日,7.1
2104,南方公园 第21季,2017年9月13日,7.1
2105,外星也难民 第二季,2021-03-26,7.1
2106,星蝶公主 第一季,2015年1月18日,7.1
2107,剧场版 精灵宝可梦 就决定是你了！,2017年7月15日,7.1
2108,冰川时代,2002年3月15日,7.1
2109,UN-GO,2011年10月13日,7.1
2110,魔力女管家特别篇 我回来了◆欢迎回来,2009年10月17日,7.1
2111,聪明的一休,1975年10月15日,7.1
2112,懒蛋蛋,2014年3月31日,7.1
2113,偶像大师 灰姑娘女孩 10周年庆典动画 「ETERNITY MEMORIES」,2022年8月28日,7.1
2114,BanG Dream! 少女乐团派对！5周年纪念动画 -CiRCLE THANKS PARTY!-,2022年3月10日,7.1
2115,破刃之剑 第四章 惨祸之地,2010年10月30日,7.1
2116,血界战线 王者餐厅的王者,2016年6月3日,7.1
2117,灼眼的夏娜III -Final-,2011年10月7日,7.1
2118,动物之森,2006年12月16日,7.1
2119,雷顿教授与永远的歌姬,2009年12月19日,7.1
2120,Fate/stay night,2006年1月6日,7.1
2121,NOIR,2001年4月5日,7.1
2122,喜羊羊与灰太狼之跨时空救兵,2019年7月12日,7.1
2123,无头骑士异闻录×2 结 DuFuFuFu!!,2016年7月27日,7.1
2124,.hack//世界的彼方,2012年1月21日,7.1
2125,鬼太郎诞生 咯咯咯之谜,2023年11月17日,7.1
2126,影宅 第二季,2022年7月8日,7.1
2127,元气少女缘结神◎,2015年1月5日,7.1
2128,美女与野兽,1991年11月22日,7.1
2129,秀逗魔导士PREMIUM,2001年12月22日,7.1
2130,结城友奈是勇者,2014年10月16日,7.1
2131,哆啦美与阿拉拉·少年山贼团,1991年3月9日,7.1
2132,赤发白雪姬 第2部分,2016年1月11日,7.1
2133,丹特丽安的书架,2011年7月15日,7.1
2134,小羊肖恩,2015年2月6日,7.1
2135,JOJO的奇妙冒险 石之海 第3部分,2023年1月6日,7.1
2136,超时空要塞 Flash Back 2012,1987年6月21日,7.1
2137,青之驱魔师,2011年4月17日,7.1
2138,宝石宠物 Tinkle☆,2010年4月3日,7.1
2139,爱杀宝贝,2012年1月5日,7.1
2140,恐龙葛蒂,1914-09-15,7.1
2141,剧场版 我们仍未知道那天所看见的花的名字。,2013年8月31日,7.1
2142,小青天司徒公,2007年,7.1
2143,银魂剧场版 白夜叉降诞 预告,2008年9月21日,7.1
2144,恶魔城 第四季,2021年5月13日,7.1
2145,打工吧！魔王大人,2013年4月4日,7.1
2146,鬼灭之刃 那田蜘蛛山篇,2020年10月17日,7.1
2147,姆明一族,1990年4月12日,7.1
2148,和殿下一起 1分钟剧场,2010年7月5日,7.1
2149,犬夜叉 镜中的梦幻城,2002年12月21日,7.1
2150,次元舰队,2004年10月7日,7.1
2151,死亡遊行,2015年1月9日,7.1
2152,京剧猫之信念的冒险,2017年7月10日,7.1
2153,怪盗Joker,2014年10月6日,7.1
2154,哆啦A梦：大雄的日本诞生,1989年3月11日,7.1
2155,鲁邦三世 去死吧！诺斯特拉达姆斯,1995年4月22日,7.1
2156,鬼灯的冷彻 第二季,2017年10月7日,7.1
2157,恶魔的破坏 DEAD DEAD DEMON'S DEDEDEDE DESTRUCTION 前篇,2024年3月22日,7.1
2158,街角的童话,1984年7月21日,7.1
2159,翼神传说 多元变奏曲,2003年4月19日,7.1
2160,最终幻想15 王者之剑,2016年7月9日,7.1
2161,玛利亚狂热 ALIVE,2011年4月7日,7.1
2162,三个和尚,1980年,7.1
2163,复仇者：世上最强英雄组合 第一季,2010年10月20日,7.1
2164,超级马力欧兄弟大电影,2023年4月5日,7.1
2165,艳母,2003年11月25日,7.1
2166,薇薇 -萤石眼之歌-,2021年4月3日,7.1
2167,宇宙战舰大和号2205 新的旅程 后篇 -STASHA-,2022年2月4日,7.1
2168,宝可梦进化,2021年9月9日,7.1
2169,鬼太郎 第六季,2018年4月1日,7.1
2170,圣斗士星矢 冥界篇 后章,2006年12月15日,7.1
2171,剧场版∀高达I 地球光,2002年2月9日,7.1
2172,跑吧！美乐斯,1992年7月18日,7.1
2173,颠倒的帕特玛 初始之日,2012年2月25日,7.1
2174,银河女警花,1985年7月15日,7.1
2175,黑执事 马戏团篇,2014年7月10日,7.1
2176,星球大战：克隆战争 第一季,2008年10月3日,7.1
2177,SSSS.古立特,2018年10月6日,7.1
2178,Brigadoon 麻玲与苍蓝剑士,2000年7月21日,7.1
2179,网络安琪儿 第一期,1999年4月9日,7.1
2180,胡子小鸡,2009年4月3日,7.1
2181,虎面人W,2016年10月1日,7.1
2182,日式面包王,2004年10月12日,7.1
2183,大江户火箭,2007年4月3日,7.1
2184,棒球英豪 没有背号的王牌投手,1986年4月12日,7.1
2185,人间失格 剧场版,2009年12月12日,7.1
2186,饮湖上初晴后雨,2017年10月10日,7.1
2187,闪耀路标,2022年7月12日,7.1
2188,死亡台球,2013年3月2日,7.1
2189,我是小甜甜,1983年7月1日,7.1
2190,我要上太空,2003年11月1日,7.1
2191,暴力云与送子鹳,2009年5月29日,7.1
2192,放学后海堤日记,2020年4月7日,7.1
2193,非人哉,2018年3月29日,7.1
2194,家有贱狗,1993年10月4日,7.1
2195,天使的小生意气,2002年4月6日,7.1
2196,真救世主传说 北斗神拳 拉欧传 殉爱之章,2006年3月11日,7.1
2197,海底总动员,2003年5月30日,7.1
2198,工作细胞BLACK,2021年1月9日,7.1
2199,一弦定音！第2部分,2019年10月5日,7.1
2200,石纪元 龙水,2022年7月10日,7.1
2201,妖怪手表,2014年1月8日,7.1
2202,Fate/Grand Carnival,2021年6月2日,7.1
2203,银河英雄传说外传 白银之谷,1998年2月9日,7.1
2204,剧场版 银河机攻队 庄严王子 觉醒的基因,2016年11月4日,7.1
2205,至net奇兵 第一季,2003年9月3日,7.0
2206,读或死 TV,2003年9月1日,7.1
2207,石纪元 石之战争,2021年1月14日,7.1
2208,小公主优希,2002年9月30日,7.1
2209,侵略！！乌贼娘 OAD,2012年8月8日,7.1
2210,银河英雄传说外传 污名,1998年2月12日,7.1
2211,森林大帝,1965年10月6日,7.1
2212,破刃之剑 第二章 诀别之路,2010年6月26日,7.1
2213,星蝶公主 第三季,2017年7月15日,7.1
2214,百合星人奈绪子 OVA,2012年2月15日,7.1
2215,翠星之加尔刚蒂亚,2013年4月7日,7.1
2216,秀逗魔导士SPECIAL,1996年7月25日,7.1
2217,猫眼女枪手,1995年11月1日,7.1
2218,怪人的沙拉碗,2024年4月4日,7.1
2219,珈百璃的堕落,2017年1月9日,7.1
2220,剧场版 精灵宝可梦 钻石&珍珠 决战时空之塔 帝牙卢卡VS帕路奇亚VS达克莱伊,2007年7月14日,7.1
2221,间之楔,2012年1月18日,7.1
2222,偶像大师 SideM,2017年10月7日,7.1
2223,北斗神拳2,1987年3月12日,7.1
2224,钢铁神兵B'T-X NEO,1997年8月21日,7.1
2225,机械心,2014年2月5日,7.1
2226,漫漫北寻路,2015年6月16日,7.1
2227,棒球大联盟 剧场版 友情的一球,2008年12月13日,7.1
2228,第十四届东方M-1漫才大赛,2019年12月31日,7.1
2229,复苏的天空 -救援之翼-,2006年1月8日,7.1
2230,和殿下一起,2010年3月25日,7.1
2231,樱Trick,2014年1月9日,7.1
2232,光之美少女 Splash Star,2006年2月5日,7.1
2233,蜡笔小新：谜案！天下春日部学院的怪奇事件,2021年7月30日,7.1
2234,美少女战士SuperS特别篇,1995年4月8日,7.1
2235,前桥魔女,2025年4月6日,7.1
2236,加菲猫的幸福生活,2009年11月2日,7.1
2237,京骚戏画,2011年12月10日,7.1
2238,海豚便利店,2004年6月10日,7.1
2239,破刃之剑 第三章 凶刃之痕,2010年9月25日,7.1
2240,影之诗F,2022年4月2日,7.1
2241,黃金勇者Goldran,1995年2月4日,7.1
2242,七武士,2004年6月12日,7.1
2243,新大空魔龙,2005年11月12日,7.1
2244,神薙,2008年10月4日,7.1
2245,凡人修仙传 特别篇 燕家堡大战,2021年1月31日,7.1
2246,六神合体雷霆王,1981年10月2日,7.1
2247,再见宇宙战舰大和号 爱的战士们,1978年8月5日,7.1
2248,剧场短篇 超时空要塞F 时之迷宫,2021年10月8日,7.1
2249,秀逗魔导士GORGEOUS,1998年8月1日,7.1
2250,相思,2016年12月23日,7.1
2251,航海王：阿拉巴斯坦战记 沙漠王女与海盗们,2007年3月3日,7.1
2252,写真馆,2013年11月9日,7.1
2253,灼眼的夏娜S,2009年10月23日,7.1
2254,顶点!!!!!!!!!!!!!!!,2022年7月2日,7.1
2255,装甲骑兵 幻影篇,2010年3月26日,7.1
2256,地球防卫企业,1999年10月5日,7.1
2257,吸血姬美夕 OVA,1988年7月21日,7.1
2258,游戏王－怪兽之决斗GX,2004年10月6日,7.1
2259,无敌少侠 第二季,2023年11月3日,7.1
2260,无头骑士异闻录×2 转 恋爱故事铿铿铿,2015年11月14日,7.1
2261,食戟之灵 贰之皿,2016年7月2日,7.1
2262,玩具总动员2,1999年11月24日,7.1
2263,恋系纪念日,2012年12月21日,7.1
2264,樱（春之幻想）,1946,7.1
2265,少女与战车 第63回战车道全国高校生大会 总集篇,2018年9月29日,7.1
2266,地球外少年少女 前篇,2022年1月28日,7.1
2267,强袭魔女,2008年7月3日,7.1
2268,装甲骑兵 孤影再临,2011年1月8日,7.1
2269,鲁邦三世 血之刻印 永远的美人鱼,2011年12月2日,7.1
2270,热辣小红帽,1943,7.1
2271,氰化欢乐秀 第二季,2015年12月9日,7.1
2272,汉化日记 第二季,2020年11月15日,7.1
2273,剧场版 BanG Dream! Poppin'Dream！,2022年1月1日,7.1
2274,伪恋,2014年1月11日,7.1
2275,再见 银河铁道999 安卓梅达终点站,1981年8月1日,7.1
2276,电影 Yes! 光之美少女5GoGo! 甜点王国中的欢乐生日♪,2008年11月8日,7.1
2277,天体的秩序 另一个愿望,2019年10月11日,7.1
2278,哆啦A梦七小子与怪盗哆啦邦谜样的挑战书,1997年3月8日,7.1
2279,海绵宝宝历险记,2004年11月19日,7.1
2280,《崩坏： 星穹铁道》动画短片：「永劫轮舞」,2024年3月19日,7.1
2281,萌菌物语 Returns,2012年7月5日,7.1
2282,迷宫塔 ～乌鲁克之盾～,2008年4月4日,7.1
2283,我们大家的河合庄,2014年4月3日,7.1
2284,崂山道士,1981年,7.1
2285,漫画女孩,2018年4月5日,7.1
2286,绝对无敌雷神王,1991年4月3日,7.1
2287,初夜,2001年6月25日,7.1
2288,给桃子的信,2012年4月21日,7.1
2289,灰色的果实,2014年10月5日,7.1
2290,天地无用! 魉皇鬼 第3期,2003年9月18日,7.1
2291,猛兽侠,1999年9月18日,7.1
2292,结城友奈是勇者 -鹫尾须美之章- 第1章 朋友,2017年3月18日,7.1
2293,超级肥皂,1986年,7.1
2294,出包日记~·妹 动画版,2019年5月4日,7.1
2295,最终兵器彼女 Another love song,2005年8月5日,7.1
2296,纯情房东俏房客,2000年4月19日,7.1
2297,圣魔之血,2005年4月28日,7.1
2298,超扯童话血多,2008-11-04,7.1
2299,地狱少女 三鼎,2008年10月4日,7.1
2300,变身国王,2000年12月15日,7.0
2301,日本桥高架下R计画,2012年4月4日,7.1
2302,『赛马娘 巅峰之路』电影剪辑版,2024年5月10日,7.0
2303,电波女与青春男,2011年4月14日,7.1
2304,Glass the movie,2017年7月1日,7.1
2305,元气少女缘结神 OAD,2013年8月20日,7.1
2306,知晓天空之蓝的人啊,2019年10月11日,7.1
2307,英雄时代,2007年4月1日,7.1
2308,黑执事 幽鬼城杀人事件篇,2015年1月28日,7.1
2309,科拉传奇 第二季：神灵,2013年9月13日,7.1
2310,剧场版 物怪 唐伞,2024年7月26日,7.1
2311,航海王：祭典男爵与神秘岛,2005年3月4日,7.1
2312,凡人修仙传 虚天战纪,2025年1月4日,7.0
2313,一人之下4 出发！碧游村,2021年9月24日,7.1
2314,只有神知道的世界 天理篇,2012年10月18日,7.1
2315,爱、死亡 & 机器人 第三季,2022-05-20,7.1
2316,凡人修仙传之凡人风起天南 贰,2020年10月11日,7.1
2317,请吃红小豆吧！外传 莫相忘,2019年7月19日,7.1
2318,东之伊甸 剧场版II Paradise Lost,2010年3月13日,7.1
2319,水果篮子 第一季,2019年4月5日,7.1
2320,度假村BOIN,2007年12月25日,7.1
2321,八犬传-东方八犬异闻- 第二季,2013年7月7日,7.1
2322,京剧猫 第二章,2016年9月26日,7.0
2323,妖精的尾巴 第二季,2014年4月5日,7.1
2324,魁拔之十万火急,2011年7月8日,7.1
2325,鲁邦三世 炎之记忆～东京危机～,1998年7月24日,7.0
2326,图书馆战争,2008年4月10日,7.1
2327,湾岸MIDNIGHT,2007年6月15日,7.0
2328,恋爱暴君,2010年6月25日,7.1
2329,全金属狂潮 Invisible Victory,2018年4月13日,7.1
2330,白鸽岛,2003年,7.0
2331,史上最强弟子兼一,2006年10月7日,7.1
2332,金田一少年事件簿R 2期,2015年10月3日,7.0
2333,我和吸铁石和一个死去的朋友,2019-06-10,7.0
2334,秀逗魔导士 剧场版,1995年8月5日,7.1
2335,辛普森一家,2007,7.0
2336,哆啦A梦：大雄的宇宙小战争,1985年3月16日,7.0
2337,犬夜叉 红莲之蓬莱岛,2004年12月23日,7.1
2338,出包王女 OVA,2009年4月3日,7.1
2339,0号宿舍,2018年9月28日,7.0
2340,异国迷宫的十字路口,2011年7月3日,7.1
2341,黄金拼图 Pretty Days,2016年11月12日,7.1
2342,剧场版 精灵宝可梦 超世代 七夜的许愿星 基拉祈,2003年7月19日,7.1
2343,狗/子弹&屠杀,2009年5月19日,7.0
2344,彗星公主,2001年4月1日,7.0
2345,一人之下 第二季,2017年10月27日,7.1
2346,斗破苍穹 特别篇2 沙之澜歌,2019年4月14日,7.0
2347,FREEDOM,2006-11-24,7.0
2348,翼·年代记 第二部,2006年4月29日,7.0
2349,我叫MT 第四季,2011-01-19,7.0
2350,正义联盟：神明与怪物,2015年7月21日,7.0
2351,霸凌～复仇催眠～,2021年2月5日,7.0
2352,偶像活动 剧场版,2014年12月13日,7.0
2353,劇場版 BanG Dream! It's MyGO!!!!! 後編 うたう、僕らになれるうた & FILM LIVE,2024年11月8日,7.0
2354,Estab-Life Great Escape,2022年4月6日,7.0
2355,我们的仙境～Heartful days～,2005年1月9日,7.0
2356,魔女猎人,2007年4月2日,7.0
2357,哆啦A梦：大雄的大魔境,1982年3月13日,7.0
2358,黄金神威 OAD,2018年9月19日,7.0
2359,幻想万华镜 永夜异变之章,2016年12月29日,7.0
2360,彭彭与丁满,1995年9月8日,7.0
2361,侦探歌剧 少女福尔摩斯,2010年10月7日,7.0
2362,钻石王牌 第2部 OAD,2016年8月17日,7.0
2363,鲁邦三世 最后的工作,2010年2月12日,7.0
2364,音乐,2020年1月11日,7.0
2365,爱你宝贝,2004年4月3日,7.0
2366,水果篮子 -prelude-,2022年2月18日,7.0
2367,丁丁历险记,2011年10月26日,7.0
2368,亚人 -冲突-,2016年5月6日,7.0
2369,灵笼 下半季,2020年7月31日,7.0
2370,翼·年代记,2005年4月9日,7.0
2371,圣斗士星矢 冥界篇 前章,2005年12月17日,7.0
2372,天堂之吻,2005年10月13日,7.0
2373,电波系彼女,2009年5月1日,7.0
2374,IDOLiSH7 Vibrato,2018年2月17日,7.0
2375,信长的忍者 姊川·石山篇,2018年4月6日,7.0
2376,兰斯01 寻找小光 THE ANIMATION,2014年12月26日,7.0
2377,小鸠。,2009年10月6日,7.0
2378,心灵的声音,2016年7月19日,7.0
2379,龙珠Z 复活的融合！悟空与贝吉塔,1995年3月4日,7.0
2380,魔法少女与邪恶曾经敌对。,2024年7月9日,7.0
2381,魁拔Ⅲ 战神崛起,2014年10月1日,7.0
2382,剧场版 库特wafter,2021年7月16日,7.0
2383,恶魔人 妖鸟死丽濡篇,1990年2月25日,7.0
2384,迷你龙小剧场,2021年4月7日,7.0
2385,秀逗魔导士GREAT,1997年8月2日,7.0
2386,哆啦A梦：大雄的宇宙漂流记,1999年3月6日,7.0
2387,+模型姐妹,2012年8月22日,7.0
2388,剧场版 刀剑神域 进击篇 无星之夜的咏叹调,2021年10月30日,7.0
2389,忍者与杀手二人组的日常生活,2025年4月10日,7.0
2390,樱花大战 轰华绚烂,1999年12月18日,7.0
2391,华星夜曲,1989年03月25日,7.0
2392,初恋限定。,2009年4月11日,7.0
2393,小马宝莉之小马国女孩,2013-06-15,7.0
2394,上课小动作,2014年1月5日,7.0
2395,宣告黎明的露之歌,2017年5月19日,7.0
2396,近所物语,1995年9月10日,7.0
2397,杀戮都市：O,2016年10月14日,7.0
2398,电影的阿松,2019年3月15日,7.0
2399,X战记,2001年10月3日,7.0
2400,数码宝贝X进化,2005年1月3日,7.0
2401,超级无敌掌门狗：剃刀边缘,1995年12月24日,7.0
2402,电影 我们这一家,2003年12月6日,7.0
2403,夏雪密会,2012年7月5日,7.0
2404,狂赌之渊,2017年7月1日,7.0
2405,哆啦A梦：大雄的宇宙开拓史,1981年3月14日,7.0
2406,骑乘挑战,1989年2月22日,7.0
2407,她和她的猫 -Everything Flows-,2016年3月4日,7.0
2408,大力水手,1960年6月10日,7.0
2409,SHINKIRO,2023年11月12日,7.0
2410,Wake Up  Girls! 七人的偶像,2014年1月10日,7.0
2411,哆啦A梦：大雄的海底鬼岩城,1983年3月12日,7.0
2412,梦想成为魔法少女,2024年1月3日,7.0
2413,One Room 第三季,2020年10月5日,7.0
2414,日本第一男人之魂,1999年1月5日,7.0
2415,剧场版 进击的巨人 后篇～自由之翼～,2015年6月27日,7.0
2416,功夫熊猫,2008年6月6日,7.0
2417,牙狼〈GARO〉-DIVINE FLAME-,2016年5月21日,7.0
2418,南方公园 第20季,2016年9月14日,7.0
2419,彩云国物语 第二季,2007年4月7日,7.0
2420,A频道+smile,2012年3月21日,7.0
2421,死后文,2008年1月5日,7.0
2422,Gon的旱獭,2017年4月24日,7.0
2423,超自然9人组,2016年10月8日,7.0
2424,麦兜当当伴我心,2012年7月10日,7.0
2425,义姐是不良妈妈哺乳中,2020年6月5日,7.0
2426,雨之城,2011年3月10日,7.0
2427,JOJO的奇妙冒险 石之海 第2部分,2022年10月7日,7.0
2428,乌龙派出所 THE FINAL 两津勘吉最后的一天,2016年9月18日,7.0
2429,黄昏少女×失忆,2012年4月8日,7.0
2430,头文字D Battle Stage,2002年5月15日,7.0
2431,人鱼又上钩,2013年4月6日,7.0
2432,复仇者：世上最强英雄组合 第二季,2012年4月1日,7.0
2433,牙狼 VANISHING LINE,2017年10月6日,7.0
2434,啄木鸟伍迪,1957年10月3日,7.0
2435,今天的五年二班 放课后,2009年10月6日,7.0
2436,钢琴之森,2007年7月21日,7.0
2437,邪神与厨二病少女,2018年7月9日,7.0
2438,包在小可身上,2000年7月15日,7.0
2439,炎之蜃气楼～水际的反逆者～,2004年7月28日,7.0
2440,蜡笔小新 激突！涂鸦王国与四位勇者,2020年9月11日,7.0
2441,罗德斯岛战记-英雄骑士传-,1998年4月1日,7.0
2442,猫和老鼠：胡桃夹子的传奇,2007-10-02,7.0
2443,『DOUBLE DECKER! 道格&基里尔』EXTRA,2019年5月24日,7.0
2444,神魂合体豪旦那！！第二季,2004年4月5日,7.0
2445,范德尔故事 被诅咒的王子,2022年3月18日,7.0
2446,沧元图 东宁府番外篇,2024年7月13日,7.0
2447,苹果核战记,2004年4月17日,7.0
2448,美少女战士S剧场版 竹取公主的恋人,1994年12月4日,7.0
2449,星球流浪记,2003年10月16日,7.0
2450,我的妹妹小桃子,2003年7月23日,7.0
2451,绝对可怜CHILDREN,2008年4月6日,7.0
2452,爱我「枫与铃」THE ANIMATION,2022年3月25日,7.0
2453,幻想万华镜 花之异变之章,2015年5月24日,7.0
2454,小马宝莉：友谊就是魔法 第八季,2018年3月24日,7.0
2455,没有宇宙我们无法生存,2014-08-21,7.0
2456,蝙蝠侠：突袭阿卡姆,2014年7月29日,7.0
2457,狐妖小红娘2 王权篇,2016年1月8日,7.0
2458,哆啦美与哆啦A梦七小子的机器人学校七不思议,1996年3月2日,7.0
2459,立食师列传,2006-04-08,7.0
2460,非常偶像Key,1994年12月16日,7.0
2461,苍之流星SPT雷兹纳 OVA,1986年8月21日,7.0
2462,魔法老师涅吉！～另一个世界～,2009年9月17日,7.0
2463,超级酷乐猫,1999年10月2日,7.0
2464,电影 Happiness Charge 光之美少女！人偶之国的芭蕾舞者,2014年10月11日,7.0
2465,一指城,2015年7月26日,7.0
2466,剑风传奇 次篇,2017年4月7日,7.0
2467,钱进球场,2018年4月6日,7.0
2468,Princess Principal Crown Handler 第1章,2021年2月11日,7.0
2469,天行九歌之空山鸟语,2014年5月1日,7.0
2470,龙珠Z・绝望的反抗!!残留的超战士・悟饭和特兰克斯,1993年2月24日,7.0
2471,仓鼠管家,1999年8月1日,7.0
2472,在魔王城说晚安,2020年10月5日,7.0
2473,王牌鉴定人,2005年1月8日,7.0
2474,棒球英豪2 再见的礼物,1986年12月13日,7.0
2475,电焊工波力,2008年11月8日,7.0
2476,怪物之子,2015年7月11日,7.0
2477,纯情罗曼史 OAD,2012年12月20日,7.0
2478,迷宫物语,1989年4月15日,7.0
2479,装甲骑兵 佩鲁森档案 剧场版,2009年1月17日,7.0
2480,机动战士高达 水星的魔女 PROLOGUE,2022-07-14,7.0
2481,潜行吧！奈亚子W,2013年4月7日,7.0
2482,灼眼的夏娜II,2007年10月4日,7.0
2483,宝贝我爱你,2018年12月12日,7.0
2484,机动战士高达 GQuuuuuuX,2025年4月8日,7.0
2485,宝石宠物 Sunshine,2011年4月9日,7.0
2486,怪兽大学,2013年6月5日,7.0
2487,暖心日记,2016年6月6日,7.0
2488,备长炭,2006年2月2日,7.0
2489,阿茹茉妮,2014年3月1日,7.0
2490,亚人 第2部分,2016年10月7日,7.0
2491,鲁邦三世 DEAD OR ALIVE,1996年4月20日,7.0
2492,催眠性指导,2019年2月1日,7.0
2493,火影忍者 剧场版 博人传,2015年8月7日,7.0
2494,电影少女,1992年3月27日,7.0
2495,苏希的动物园,2011年4月3日,6.9
2496,忍者神龟2012 第一季,2012年9月29日,6.9
2497,IDOLiSH7-偶像星愿- Third BEAT!,2021年7月4日,7.0
2498,少年骇客：全面进化 第一季,2012年8月1日,6.9
2499,破刃之剑 第一章 觉醒之刻,2010年5月29日,7.0
2500,骚动时节的少女们啊,2019年7月5日,7.0
2501,上官海铃,2011年3月27日,7.0
2502,强袭魔女 胜利之箭行动,2014年9月20日,7.0
2503,邻家的吸血鬼小妹,2018年10月5日,7.0
2504,黑子的篮球,2012年4月7日,7.0
2505,夏虫国,2013年,7.0
2506,陆奥圆明流外传 修罗之刻,2004年4月6日,7.0
2507,零之使魔,2006年7月2日,7.0
2508,亚特兰蒂斯：失落的帝国,2001年6月15日,7.0
2509,鹬蚌相争,1983年,7.0
2510,学园救援团 OAD,2013年2月10日,7.0
2511,她和她的猫,2000年4月23日,7.0
2512,战姬绝唱SYMPHOGEAR G,2013年7月4日,7.0
2513,蜡笔小新 奇异乐园大冒险,1996年4月13日,7.0
2514,百兽王高莱恩,1981年3月4日,7.0
2515,晴天小猪,1997年7月3日,7.0
2516,红白黑黄 第三季,2015年10月24日,7.0
2517,剧场版 咒术回战 0,2021年12月24日,7.0
2518,派对浪客诸葛孔明,2022年4月5日,7.0
2519,ERO game！H和游戏性开发三味,2011年8月26日,7.0
2520,哆啦A梦：大雄与动物行星,1990年3月10日,7.0
2521,监狱兔 前传,2015年4月10日,7.0
2522,橙路 OVA,1989年2月15日,7.0
2523,青之6号,1998年10月25日,7.0
2524,少年歌行 风花雪月篇 上部,2021年7月28日,7.0
2525,虐杀器官,2017年2月3日,7.0
2526,皇家国教骑士团外传：THE DAWN,2011年7月27日,7.0
2527,哆啦A梦：大雄的秘密道具博物馆,2013年3月9日,7.0
2528,赛马娘 Pretty Derby,2018年4月1日,7.0
2529,漂流武士 OAD,2016年6月6日,7.0
2530,某人的目光,2013年2月10日,7.0
2531,为美好的世界献上爆焰！,2023年4月5日,7.0
2532,古见同学有交流障碍症,2021年10月6日,7.0
2533,动物狂想曲 最终季 第一部分,2024年12月5日,7.0
2534,青色杜马,1989年4月7日,6.9
2535,宇宙战舰大和号2202 爱的战士们 第一章「嚆矢篇」,2017年2月25日,7.0
2536,非人哉 立春篇,2020年6月17日,7.0
2537,鲁邦三世 被盗的鲁邦～模仿者是盛夏之蝶～,2004年7月30日,6.9
2538,龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,1990年10月17日,7.0
2539,电影 后空翻!!,2022年7月2日,6.9
2540,电影 Smile 光之美少女！儿童图画书里的世界都不协调！,2012年10月27日,7.0
2541,高达创形者 再起,2019年10月10日,7.0
2542,我的女神 OAD,2011年2月23日,7.0
2543,我青春的世外桃源,1982-07-28,6.9
2544,无责任舰长 特别篇 孤独一人的战争,1994年10月1日,6.9
2545,绿林寮,1991年11月22日,7.0
2546,鲁邦三世 一美元的战争,2000年7月28日,7.0
2547,银河KICK OFF！！,2012年4月3日,7.0
2548,熊出没之过年,2013年2月8日,7.0
2549,足球小将GOAL!,2001年10月7日,7.0
2550,网球优等生,2014年4月6日,7.0
2551,鲁邦三世 第三期,1984年3月3日,7.0
2552,超剧场版 Keroro军曹 诞生！究极Keroro奇迹的时空之岛！！,2010年2月27日,7.0
2553,守望先锋：我们出发吧,2017年8月23日,7.0
2554,对某飞行员的追忆,2011年10月1日,7.0
2555,狐妖小红娘3 月红篇,2016年6月24日,7.0
2556,小鸟之翼 高尔夫少女 第二季,2023年4月7日,7.0
2557,WWW.迷糊餐厅,2016年10月1日,7.0
2558,恶戏,2005年4月8日,7.0
2559,侦探歌剧 少女福尔摩斯 夏季特别篇,2011年8月25日,7.0
2560,ヴィクトリアメイド マリアの奉仕,2015年4月24日,7.0
2561,ユフィンとエッチ,2015年7月2日,7.0
2562,排球少年 VS“不及格”,2016年5月2日,7.0
2563,Slow Start,2018年1月6日,7.0
2564,新子与千年魔法,2009年11月21日,7.0
2565,信蜂,2009年10月3日,7.0
2566,剧场版 TIGER & BUNNY -The Beginning-,2012年9月22日,7.0
2567,在冲绳喜欢上的女孩方言讲得太过令人困扰,2025年1月4日,7.0
2568,皿三昧,2019年4月11日,7.0
2569,潜行吧！奈亚子,2012年4月9日,7.0
2570,传说中勇者的传说,2010年7月1日,7.0
2571,机器人少女Z,2014年1月4日,7.0
2572,Q弟侦探因幡,2013年1月4日,7.0
